Season,Episode Number,Episode Title,Character,Dialogue,Main Characters,Minor Characters,Antagonists,Locations
1,4,The Warriors of Kyoshi,Katara,"[Peeking over the rim of the saddle to address a saddened Aang. Sokka is wiping of the face paint with his sleeve.] I know it's hard, but you did the right thing. [Gesturing toward the town.] Zuko would have destroyed the whole place if we had stayed. [Comforting.] They're going to be okay, Aang.","Aang, Appa, Katara, Momo, Sokka, Suki","Foaming mouth guy, Koko, Kyoshi Warriors, Oyaji, Unagi","Fire Nation soldiers, Iroh, Zuko","Kyoshi Island
Suki's village, Suki's village, Zuko's ship"
1,4,The Warriors of Kyoshi,Katara,[Shocked; off-camera.] What are you doing?,"Aang, Appa, Katara, Momo, Sokka, Suki","Foaming mouth guy, Koko, Kyoshi Warriors, Oyaji, Unagi","Fire Nation soldiers, Iroh, Zuko","Kyoshi Island
Suki's village, Suki's village, Zuko's ship"
1,4,The Warriors of Kyoshi,Oyaji,"[Gratefully smiling.] Thank you, Avatar.","Aang, Appa, Katara, Momo, Sokka, Suki","Foaming mouth guy, Koko, Kyoshi Warriors, Oyaji, Unagi","Fire Nation soldiers, Iroh, Zuko","Kyoshi Island
Suki's village, Suki's village, Zuko's ship"
1,4,The Warriors of Kyoshi,Aang,"[Side-view of Aang mounting Appa's saddle.] I know, I know. That was stupid and dangerous.","Aang, Appa, Katara, Momo, Sokka, Suki","Foaming mouth guy, Koko, Kyoshi Warriors, Oyaji, Unagi","Fire Nation soldiers, Iroh, Zuko","Kyoshi Island
Suki's village, Suki's village, Zuko's ship"
1,4,The Warriors of Kyoshi,Katara,"[Smiling as Aang sits down.] Yes, it was.","Aang, Appa, Katara, Momo, Sokka, Suki","Foaming mouth guy, Koko, Kyoshi Warriors, Oyaji, Unagi","Fire Nation soldiers, Iroh, Zuko","Kyoshi Island
Suki's village, Suki's village, Zuko's ship"
1,5,The King of Omashu,Aang,The Earth Kingdom city of Omashu! [Camera pans up from the group to show the entire pyramid structured city of Omashu. Close-up of an excited Aang.] I used to always come here to visit my friend Bumi.,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Katara,[Close-up; impressed.] Wow. We don't have buildings like this in the South Pole!,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Sokka,[Close-up; overwhelmed.] They have buildings here that don't melt!,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,"[Back view of the siblings, with Aang and the city visible between them. Excitedly.] Well let's go, slow pokes. The real fun's inside the city!","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Katara,"[Stretching her arm out to him, halting Aang with her cry.] Wait, Aang! It could be dangerous if people find out you're the Avatar.","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Sokka,[Somewhat seriously.] You need a disguise.,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,[Shot of Aang looking up.] So what am I supposed to do? [In a slightly sarcastic tone.] Grow a mustache?,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,[Scratching underneath the wig.] Ugh. This is so itchy. [Cut to a broader shot; Aang is standing beside Appa. To Appa.] How do you live in this stuff?,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Sokka,Great! Now you look just like my grandfather.,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Katara,"[Glancing at Sokka.] Technically, Aang is 112 years old.","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,"[In an old man's voice.] Now let's get to skippin', young whipper-snappers. The big city awaits!","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,You guys are going to love Omashu. [Cut to front view shot as the three friends walk toward the gate. Aang looks over his shoulder at Sokka.] The people here are the friendliest in the world.,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Gate guard,[Angrily.] Rotten cabbages?! [Far off shot of three guards and a cabbage merchant with his cart in front of the closed gate of Omashu; harshly.] What kind of slum do you think this is?!,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Cabbage merchant,[Leaning over the rim of the path. Dramatically waving his arms in despair.] No! My cabbages!,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,"[Close-up, broadly smiling; somewhat nervously.] Just keep smiling!","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Gate guard,[Aggressively with a glare.] State your business!,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,"[In old man voice, poking the chest of the sentry.] My business is my business, young man, [Shot of the boulder crashing down due to the guards lack of concentration beside Katara and Sokka as they jump up slightly from the impact; close-up of Aang pointing a finger at the camera.] and none of yours! [Close-up of the guard, taken aback by the threateningly pointing finger just centimeters from his face.] I've got half a mind to [Close-up of Sokka, eyes and mouth wide open in shock at Aang's audacity to talk to the sentry like that, and Katara, shaking her head with eyes wide open in shock.] bend you over my knee and paddle your backside!","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Gate guard,"[In a calmer voice.] Settle down, old timer! Just tell me who you are.","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,"[Sokka and Katara are still in shock in the background; in old man voice.] Name's Bonzu Pippinpaddleopsicopolis, the Third, [Sokka raises a questioningly eyebrow while Katara walks up, smiling friendly.] and these are my grandkids.","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Katara,[Waving.] Hi. June Pippinpaddleopsicopolis. Nice to meet you.,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Gate guard,"[Pensively rubbing his beard, while eying the two children before him. Pointing at Katara.] You seem like a responsible young lady. See that your grandfather stays out of trouble. Enjoy Omashu!","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Katara,[Lightheartedly.] We will!,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Gate guard,"[Eying Sokka as he passes.] Wait a minute! [Close-up of Sokka as he halts, eyes widening in fear as the guard grasps his shoulder. Aang and Katara turn around to see what the holdup is. The guard turns Sokka around; sternly.] You're a strong young boy! Show some respect for the elderly and carry your grandfather's bag!","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,[In old man voice.] Good idea!,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,[Back to regular voice; voice-over.] This is the Omashu delivery system. [Camera shows the top of the city.] Miles and miles of tubes and chutes.,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,"[Voice-over.] Earthbending brings the packages up, and gravity brings them down.","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Sokka,"[Cut back to the trio; unimpressed.] Great, so they get their mail on time.","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,"[Excitedly.] They do get their mail on time, [Close-up of Aang.] but my friend Bumi found [Squints eyes mischievously.] a better use for these chutes.","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Bumi,[Excitedly.] Look around you! What do you see?,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,[Unsurely.] Um ... The mail system?,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Bumi,"[Pointing his finger in the air and waving it around while Aang walks up to him.] Instead of seeing what they want you to see, [Leaning toward Aang.] you got to open your brain to the possibilities.","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,[Uncomprehending.] A package-sending system?,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Bumi,[Excitedly; camera moves back to show the start of one of the chutes.] The world's greatest superslide!,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,"[Close-up of a crazed smiling Bumi, and a broadly smiling Aang.] Bumi, you're a mad genius!","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,"[Raising one finger to emphasize his words; the cart rocking back and forth, creaking.] One ride. Then we're off to the North Pole. Airbender's honor.","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Katara,"[Uneasy.] It sounded like fun at first, [Shot switches to a bird's eye view, fully revealing the steepness of the chute.] but now that I'm here, I'm starting to have second [Aang leans forward, tipping the balance of the box, sending it down the slope at a tremendous speed, making Katara scream out her last word.] th-o-o-oughts!","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,[Excitedly.] I'm on it!,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Omashu captain,"Men, you'll be going off to combat soon. It's important that you be prepared for anything.","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Katara,"[Scared.] Aang, do something! Use your airbending!","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,[Excitedly.] Yeah! Good idea! That'll make us go even faster!,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,Sorry!,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Cabbage merchant,[Grasping his head in despair.] My cabbages! [Angrily.] You're gonna pay for this!,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,[Sheepishly.] Two cabbages please.,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Omashu captain,"Your majesty, these juveniles were arrested for vandalism, traveling under false pretenses, and malicious destruction of cabbages.","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Cabbage merchant,"[Jumping agitatedly up and down, waving his left fist in the air.] Off with their heads! One for each head of cabbage!","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Omashu captain,"[Gesturing at the merchant.] Silence! Only the king can pass down judgment. What is your judgment, sire?","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Bumi,"[Raising his hand.] Throw them ... [Sokka, Katara, and Aang gasp.] a feast!","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Bumi,"[To Aang.] The people in my city have gotten fat from too many feasts, [Leaning in over Aang, grabbing the chicken leg that is on his plate, holding it in front of him.] so I hope you like your chicken with no skin.","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,"Thanks, but I don't eat meat.","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Bumi,[To Sokka.] How about you? I bet you like meat.,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Katara,"[Quietly to Aang.] Is it just me, or [Turns circles with her index finger beside her temple, implying the king is crazy.] is this guy's crown a little crooked?","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Bumi,"[Aerial shot of the dining table as Bumi pulls up to his seat.] So tell me, young bald one, [Sitting down.] where are you from?","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,[Close-up.] I'm from ... Kangaroo Island!,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Bumi,"[Cut to the King, two guards standing watch behind him.] Oh, Kangaroo Island, eh? I hear that place is really hopping!","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Sokka,[Stops laughing; unsure.] What? It was pretty funny.,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Bumi,"[Cut back to the king, who lazily stretches his arms, and yawns.] Well, all these good jokes are making me tired. Guess it's time to hit the hay.","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Bumi,"[Gesturing at Aang.] There's an airbender in our presence, and not just any airbender. [Close-up as he decisively stands up.] The Avatar!","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Bumi,"[Sits down again.] Now, what do you have to say for yourself, [Close-up, smiling satisfied.] Mr. Pippinpaddleopsicopolis?","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,"[Standing up, throwing his hands in the air.] Okay, you caught me. [Frontal shot of the three friends.] I'm the Avatar. Doing my Avatar thing, keeping the world safe. Everything checks out. [Aang looks underneath table.] No firebenders here. So, good work, everybody! [Pulling Katara and Sokka into a hug.] Love each other, [Cut to a dismayed looking king.] respect all life, [Cut to a shot of the threesome walking backward toward the exit.] and don't run with your spears. We'll see you next time!","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Katara,[Accusingly.] You can't keep us here! Let us leave!,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Bumi,Lettuce leaf?,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Sokka,[Cut to the threesome. Sokka holds his hand for his mouth; whispering.] We're in serious trouble. This guy is nuts.,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Bumi,"[Close-up.] Tomorrow, the Avatar will [Slowly zooming in close-up of Aang.] face three deadly challenges. [Back to Bumi.] But for now, the guards will show you to your chamber.","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Chamberlain,"[Leaning in toward Bumi.] My liege, do you mean the good chamber or the bad chamber?","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Bumi,[Turning to the guard.] The newly refurbished chamber.,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Chamberlain,"[Putting finger in the air.] Wait, which one are we talking about?","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Bumi,"The one that used to be the bad chamber, until the recent refurbishing, that is. Of course, we've been calling it the new chamber, but we really should number them. [Switch to a frontal shot of the three children as they are being led out of the room, flanked by two guards. Commanding.] Uh, take them to the refurbished chamber that was once bad!","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Katara,This is a prison cell? But it's so nice.,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,[Momo jumps off Aang's shoulders and onto a bed.] He did say it was newly refurbished.,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Sokka,"Nice or not, we're prisoners!","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,[Close-up; worried.] I wonder what these challenges are gonna to be.,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Katara,[Determined.] We're not sticking around to find out. There's got to be some way out of here.,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,[Excitedly pointing at something at the other side of the room.] The air vents!,"Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Sokka,"[Harshly.] If you think we're going to fit through there, you're crazier than that king.","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,"[Turning to Sokka.] We can't, but Momo can!","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,"[Hopeful.] Momo, I need you to find Appa and bust us outta here!","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
1,5,The King of Omashu,Aang,"Go on, boy, get Appa!","Aang, Bumi, Katara, Momo, Sokka","Appa, Cabbage merchant, Chamberlain, Flopsie, Various Earth Kingdom soldiers
Omashu captain, Omashu captain",,"Omashu
Omashu Royal Palace, Omashu Royal Palace"
